symbol,side,type,state,qty,cum_qty,limit_price,time_in_force,submitted_at,terminal_at
LINK/USDT,SELL,LIMIT,REJECTED,13.260000000000000000,0.000000000000000000,8.217000000000000000,IOC,1784366117677,1784366118153
LINK/USDT,SELL,LIMIT,REJECTED,13.260000000000000000,0.000000000000000000,8.238000000000000000,IOC,1784365211661,1784365212289
LINK/USDT,SELL,LIMIT,REJECTED,13.260000000000000000,0.000000000000000000,8.237000000000000000,IOC,1784364340048,1784364340566
BTC/USDT,SELL,LIMIT,CANCELED,0.001550000000000000,0.000000000000000000,64565.960000000000000000,GTC,1784362502112,1784375102920
BTC/USDT,BUY,LIMIT_MAKER,FILLED,0.001550000000000000,0.001550000000000000,63993.560000000000000000,GTC,1784360713144,1784361678140
LINK/USDT,SELL,LIMIT,CANCELED,13.260000000000000000,0.000000000000000000,8.386000000000000000,GTC,1784351730561,1784373329065
LINK/USDT,SELL,LIMIT,CANCELED,13.260000000000000000,0.000000000000000000,8.428000000000000000,GTC,1784337302545,1784350805008
ZEC/USDT,BUY,LIMIT_MAKER,REJECTED,0.200000000000000000,0.000000000000000000,546.570000000000000000,GTC,1784336412860,1784336413313
LINK/USDT,SELL,LIMIT,CANCELED,13.260000000000000000,0.000000000000000000,8.386000000000000000,GTC,1784332804542,1784336409134
LINK/USDT,BUY,LIMIT_MAKER,FILLED,13.270000000000000000,13.270000000000000000,8.262000000000000000,GTC,1784331911340,1784332537515
ZEC/USDT,SELL,LIMIT,FILLED,0.201000000000000000,0.201000000000000000,554.820000000000000000,GTC,1784304003003,1784307901474
ZEC/USDT,BUY,LIMIT_MAKER,FILLED,0.201000000000000000,0.201000000000000000,543.970000000000000000,GTC,1784303115009,1784303140571
ZEC/USDT,BUY,LIMIT_MAKER,REJECTED,0.201000000000000000,0.000000000000000000,543.080000000000000000,GTC,1784297713943,1784297715259
ETH/USDT,SELL,LIMIT,FILLED,0.043300000000000000,0.043300000000000000,1810.050000000000000000,IOC,1784294103685,1784294111050
BTC/USDT,SELL,LIMIT,FILLED,0.001410000000000000,0.001410000000000000,62660.320000000000000000,IOC,1784294103276,1784294110576
SOL/USDT,SELL,LIMIT,FILLED,1.197000000000000000,1.197000000000000000,73.540000000000000000,IOC,1784294101999,1784294111551
ZEC/USDT,SELL,LIMIT,FILLED,0.147000000000000000,0.147000000000000000,530.310000000000000000,IOC,1784292303114,1784292311664
ZEC/USDT,SELL,LIMIT,CANCELED,0.147000000000000000,0.000000000000000000,543.520000000000000000,GTC,1784290503036,1784292303106
ZEC/USDT,BUY,LIMIT_MAKER,FILLED,0.148000000000000000,0.148000000000000000,536.010000000000000000,GTC,1784289611989,1784289710282
ETH/USDT,SELL,LIMIT,CANCELED,0.043300000000000000,0.000000000000000000,1863.170000000000000000,GTC,1784289602412,1784294103596
BTC/USDT,SELL,LIMIT,CANCELED,0.001410000000000000,0.000000000000000000,63975.420000000000000000,GTC,1784289602298,1784294103270
SOL/USDT,SELL,LIMIT,CANCELED,1.197000000000000000,0.000000000000000000,75.920000000000000000,GTC,1784289600912,1784294101975
ETH/USDT,BUY,LIMIT_MAKER,FILLED,0.043300000000000000,0.043300000000000000,1841.010000000000000000,GTC,1784288712787,1784288958184
SOL/USDT,BUY,LIMIT_MAKER,FILLED,1.199000000000000000,1.199000000000000000,74.870000000000000000,GTC,1784288712782,1784288958683
BTC/USDT,BUY,LIMIT_MAKER,FILLED,0.001410000000000000,0.001410000000000000,63270.340000000000000000,GTC,1784288712781,1784289017776
XRP/USDT,SELL,LIMIT,FILLED,79.700000000000000000,79.700000000000000000,1.081300000000000000,IOC,1784273403027,1784273407873
